elapsed_ms,current_diff,current_A,distance_cm,command
30164,8,0.391,68,FORWARD
30278,8,0.391,144,FORWARD
30387,10,0.489,140,FORWARD
30469,7,0.342,148,FORWARD
30574,8,0.391,134,FORWARD
30675,8,0.391,126,FORWARD
30771,9,0.44,122,FORWARD
30890,9,0.44,119,FORWARD
30979,8,0.391,113,FORWARD
31086,7,0.342,113,FORWARD
31192,9,0.44,103,FORWARD
31270,9,0.44,101,FORWARD
31391,8,0.391,98,FORWARD
31471,7,0.342,92,FORWARD
31577,10,0.489,88,FORWARD
31682,7,0.342,91,FORWARD
31778,9,0.44,120,FORWARD
31876,7,0.342,76,FORWARD
31986,8,0.391,71,FORWARD
32084,7,0.342,167,FORWARD
32196,7,0.342,161,FORWARD
32280,8,0.391,9,FORWARD
32384,8,0.391,143,FORWARD
32500,8,0.391,149,FORWARD
32583,0,0,111,STOP
32696,0,0,107,STOP
32802,0,0,105,STOP
32888,0,0,104,STOP
33000,0,0,103,STOP
33087,0,0,102,STOP
33199,0,0,104,STOP
33289,0,0,38,STOP
33401,0,0,103,STOP
33506,0,0,103,STOP
33609,0,0,103,STOP
33690,0,0,103,STOP
33793,0,0,103,STOP
33906,0,0,105,STOP
34013,0,0,146,STOP
34104,0,0,64,STOP
34189,0,0,78,STOP
34313,0,0,160,STOP
34404,0,0,178,STOP
34509,0,0,214,STOP
34611,0,0,226,STOP
34733,0,0,0,STOP
34844,0,0,0,STOP
34943,0,0,0,STOP
35023,0,0,0,STOP
35141,0,0,0,STOP
35222,0,0,0,STOP
35327,0,0,0,STOP
35432,0,0,0,STOP
35536,0,0,0,STOP
35640,0,0,0,STOP
35736,0,0,0,STOP
35841,0,0,0,STOP
35929,0,0,0,STOP
36040,0,0,0,STOP
36154,0,0,0,STOP
36245,0,0,0,STOP
36342,0,0,0,STOP
36457,0,0,0,STOP
36560,0,0,0,STOP
36638,0,0,0,STOP
36744,0,0,0,STOP
36841,0,0,0,FORWARD
36944,10,0.734,0,FORWARD
37051,10,0.636,0,FORWARD
37141,11,0.538,0,FORWARD
37250,11,0.538,0,FORWARD
37346,10,0.489,0,FORWARD
37459,10,0.489,0,FORWARD
37563,6,0.293,0,FORWARD
37645,9,0.44,0,FORWARD
37770,9,0.44,0,FORWARD
37848,8,0.391,0,FORWARD
37953,9,0.44,0,FORWARD
38062,9,0.44,0,FORWARD
38152,9,0.44,0,FORWARD
38261,9,0.44,0,FORWARD
38355,8,0.391,0,FORWARD
38463,10,0.489,0,FORWARD
38575,9,0.44,0,FORWARD
38670,9,0.44,0,FORWARD
38752,11,0.538,255,FORWARD
38859,8,0.391,0,FORWARD
38964,8,0.391,0,FORWARD
39074,9,0.44,0,FORWARD
39163,9,0.44,217,FORWARD
39272,8,0.391,0,FORWARD
39357,10,0.489,0,FORWARD
39447,11,0.538,141,FORWARD
39567,9,0.44,0,FORWARD
39672,9,0.44,0,FORWARD
